,Data Year,ID,Property Name,Address,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,Electricity Use (kBtu),Natural Gas Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude
2063,2020,231019,Aqua,225 N Columbus Dr,1.0,False,LOOP,Multifamily Housing,1668187.0,2009.0,30768518.2,152388451.9,141.4,190.1,147.1,196.0,12896.1,10.0,41.88656117,-87.62004511
2064,2020,251702,Northwest Middle -CPS,2250 N Latrobe Ave,4.0,False,BELMONT CRAGIN,K-12 School,118211.0,1920.0,1796893.3,6125230.0,67.0,97.0,74.2,104.5,605.8,5.1,41.92185009,-87.75794854
2065,2020,254160,,6430 N Kenmore Ave,4.0,False,Rogers Park,Office,53500.0,2012.0,1232141.5,1056200.0,42.8,85.2,47.4,91.3,248.4,4.6,41.9915828,-87.65677
2066,2020,172786,The Woodlands of Bronzeville Condominium Association,619 645 E WOODLAND PARK,1.5,False,DOUGLAS,Multifamily Housing,101941.0,1989.0,6470830.2,3090812.5,93.8,209.6,95.8,210.6,1174.1,11.5,41.84550365,-87.63055693
2068,2020,116720,,1400  S INDIANA AVE,1.0,False,NEAR SOUTH SIDE,Senior Living Community,71586.0,1998.0,1919280.7,3986500.3,82.5,133.5,85.6,136.3,511.3,7.1,41.86863212,-87.62730687
2070,2020,251697,Catalyst Charter Es - Howland -CPS,1616 S Spaulding Ave,4.0,False,NORTH LAWNDALE,K-12 School,138936.0,1893.0,2499623.4,5530070.4,57.8,92.2,62.1,96.7,683.8,4.9,41.85827972,-87.70818641
2071,2020,158403,IIT-Stuart School of Business,565 W Adams St,4.0,False,NEAR WEST SIDE,College/University,284000.0,1992.0,12920537.1,81509.4,45.8,127.7,47.1,131.5,2020.8,7.1,41.87897403,-87.64212148
2073,2020,130726,,766 778 W JACKSON BLVD,4.0,False,NEAR WEST SIDE,Multifamily Housing,56000.0,1885.0,2230489.2,659410.1,51.6,123.9,53.3,128.6,383.1,6.8,41.87826383,-87.64674826
2075,2020,250171,The Heritage at Millennium Park,130 N Garland Ct,2.5,False,LOOP,Multifamily Housing,1173350.0,2005.0,43859399.6,12940835.6,61.2,147.0,64.1,154.0,7532.5,8.1,41.884349,-87.625379
2076,2020,160142,U.S. Cellular Plaza - 8430 _ Goby LLC,8430 W Bryn Mawr Ave,4.0,False,OHARE,Office,200150.0,1981.0,4631844.7,,23.1,64.8,23.1,64.8,722.9,3.6,41.981131,-87.837979
2077,2020,254046,Ainslie Park Condominium Association,840 846 W Ainslie St,3.5,False,Uptown,Multifamily Housing,52760.0,1923.0,1796213.3,1136808.0,55.6,118.0,58.5,125.6,340.7,6.5,41.9726457,-87.66491
2078,2020,160355,1133 N. Dearborn Apartments,1133 N Dearborn St,3.0,False,NEAR NORTH SIDE,Multifamily Housing,429600.0,1992.0,8737664.6,16368496.4,64.8,107.5,67.9,110.8,2233.1,5.8,41.90283681,-87.62951363
2079,2020,109238,,4572  N MILWAUKEE AVE,4.0,False,PORTAGE PARK,Multifamily Housing,63800.0,1972.0,595448.5,3744182.0,83.1,107.3,91.4,114.8,291.8,5.6,41.97200414,-87.75756578
2080,2020,174498,Trio Tower,670 W Wayman St,4.0,False,NEAR WEST SIDE,Multifamily Housing,324946.0,2010.0,4967561.7,8928179.8,49.6,83.1,51.6,85.1,1249.5,4.5,41.887491,-87.644997
2085,2020,174215,,3711  S VINCENNES AVE,4.0,False,OAKLAND,Multifamily Housing,302787.0,2008.0,6128758.8,4203262.4,34.1,71.3,34.8,71.4,1179.8,3.9,41.82021138,-87.61246867
2086,2020,251355,"Evers Elementary, Medgar -CPS",9811 S Lowe Ave,4.0,False,WASHINGTON HEIGHTS,K-12 School,52968.0,1969.0,884355.7,2013100.0,54.7,86.7,57.3,89.4,244.9,4.6,41.71565288,-87.63896474
2087,2020,251382,Ogden Elementary - CPS,24 W Walton St,4.0,False,NEAR NORTH SIDE,K-12 School,132724.0,2011.0,3180288.7,2857040.1,45.5,89.7,48.4,92.8,648.1,4.9,41.90028983,-87.62906231
2088,2020,254343,The Apex Condominium Association,859 W Erie St,3.5,False,West Town,Multifamily Housing,85457.0,2004.0,1770783.6,2623071.6,66.4,116.6,68.4,118.5,415.7,6.3,41.9041211,-87.63142
2089,2020,119223,"Home Depot, #1980 Kimball & Addiston",3500 N Kimball Ave,3.5,False,AVONDALE,Retail Store,109634.0,2003.0,3661086.2,7870627.6,105.2,168.9,110.1,174.0,989.4,9.0,41.944722,-87.712672
2090,2020,256556,,727 W Madison St,3.5,False,Near West Side,Multifamily Housing,746876.0,2019.0,18209862.1,12127200.0,43.8,92.0,44.7,92.9,3486.1,5.0,41.88316,-87.643735
2091,2020,114866,,4940  S EASTEND AVE,3.5,False,KENWOOD,Multifamily Housing,146840.0,1928.0,1651984.7,10206442.6,80.8,104.5,85.9,109.8,799.9,5.4,41.80224043,-87.60332678
2095,2020,250164,Cumberland Centre - Building 1,5440 N Cumberland Ave,3.0,False,OHARE,Office,251724.0,1987.0,4343544.2,3630853.7,41.2,82.6,43.5,84.9,870.7,4.5,41.97798769,-87.83747799
2097,2020,251251,Union Square Condominium Association,333 W Hubbard St,3.5,False,NEAR NORTH SIDE,Multifamily Housing,347216.0,1918.0,6791903.1,16983746.6,77.9,120.7,81.1,124.1,1962.1,6.4,41.8897341,-87.63612368
2098,2020,254359,WhirlyBall,1825 W WEBSTER AVE,4.0,False,Logan Square,Other - Recreation,50297.0,2014.0,1235655.8,1491393.7,54.2,99.9,57.2,103.0,272.1,5.4,41.92705943,-87.64632891
2100,2020,175529,307 S Sangamon St,307 S Sangamon St,4.0,False,NEAR WEST SIDE,Office,93401.0,2011.0,3642614.8,1665589.6,72.7,163.7,75.3,167.3,657.0,9.0,41.877747,-87.650686
2101,2020,253987,,4900 N Marine Dr,3.5,False,Uptown,Multifamily Housing,127712.0,1948.0,1513542.7,6861374.8,74.5,101.8,79.0,106.5,600.7,5.3,41.9726457,-87.66491
2102,2020,243578,(IL610) - 2400 Lakeview Condo,2400 N Lakeview Ave,1.5,False,LINCOLN PARK,Multifamily Housing,315738.0,1963.0,7624649.6,20698320.8,96.6,147.0,101.6,151.8,2289.4,7.8,41.92586851,-87.63943267
2103,2020,251736,"Foreman HS, Edwin G -CPS",3235 N Leclaire Ave,3.5,False,PORTAGE PARK,K-12 School,234393.0,1928.0,3410594.3,17338798.7,88.5,118.4,104.4,136.3,1453.2,6.2,41.93918272,-87.75361327
2105,2020,251512,Christopher Elementary -CPS,5042 S Artesian Ave,3.0,False,GAGE PARK,K-12 School,76800.0,1927.0,1782556.1,3676869.5,71.1,115.3,77.0,123.0,473.5,6.2,41.80176591,-87.68607021
2106,2020,103606,Willis Tower,233 S Wacker Dr,3.0,False,LOOP,Office,5037125.0,1973.0,268467345.5,33423630.4,60.7,158.3,61.4,159.0,43674.8,8.8,41.87887581,-87.63587349
2107,2020,251699,Nathan S Davis -CPS,3014 W 39th Place,2.0,False,BRIGHTON PARK,K-12 School,121557.0,1905.0,3302249.1,7898649.8,92.1,144.3,98.0,150.5,934.9,7.7,41.82219785,-87.70030591
2108,2020,101865,Hartford Plaza,150 S Wacker Dr,4.0,False,LOOP,Office,1281114.0,1971.0,44104209.2,42770238.2,67.8,131.4,70.2,134.0,9155.0,7.1,41.87965675,-87.63746431
2109,2020,251944,820 S Michigan Ave,820 S Michigan Ave,2.0,False,LOOP,Multifamily Housing,112941.0,1949.0,6905164.6,28040.0,61.4,171.5,65.9,184.1,1079.2,9.6,41.87112548,-87.62470896
2111,2020,255929,Mansueto High School,2911 W 47Th St,2.5,False,BRIGHTON PARK,K-12 School,67000.0,2017.0,2575223.1,2799361.8,80.2,151.5,83.3,154.7,550.6,8.2,41.81528,-87.70264
2112,2020,135103,,6 W HUBBARD ST,2.0,False,NEAR NORTH SIDE,Office,66030.0,1988.0,4990479.8,1348511.1,96.0,233.1,98.4,239.9,850.5,12.9,41.89009837,-87.62836025
2114,2020,103600,10 S LaSalle St,10 S LaSalle St,4.0,False,LOOP,Office,871962.0,1986.0,43754334.4,564607.8,50.8,141.2,52.6,146.1,6858.7,7.9,41.88160573,-87.6327278
2116,2020,101039,Marshall Metro HS -CPS,3250 W Adams St,4.0,False,EAST GARFIELD PARK,K-12 School,366981.0,1916.0,5576535.3,16240537.7,59.5,89.0,64.8,94.7,1732.9,4.7,41.87909618,-87.70740611
2117,2020,101032,,5110  S DR MARTIN LUTHER KING JR DR,3.5,False,WASHINGTON PARK,Multifamily Housing,118232.0,1969.0,2234010.4,8745215.9,96.0,135.0,100.0,139.2,813.2,7.1,41.80224043,-87.60332678
2118,2020,255944,Aloft Chicago Mag Mile (Marriott),243 E Ontario St,4.0,False,NEAR NORTH SIDE,Hotel,190742.0,2018.0,6396714.3,2794854.6,48.2,109.3,48.9,110.1,1146.8,6.0,41.89524,-87.6232
2119,2020,260093,,5514 5524 S BLACKSTONE AVE,3.5,False,HYDE PARK,Multifamily Housing,72940.0,1913.0,763173.7,5468670.9,85.4,108.0,85.4,107.8,409.6,5.6,41.78046327,-87.6053081
2120,2020,253904,Vanguard Lofts Condominium Association,1250 W Van Buren St,3.0,False,NEAR WEST SIDE,Multifamily Housing,117100.0,1927.0,3056681.0,5778637.3,75.5,124.9,78.3,128.2,784.0,6.7,41.87399385,-87.651678
2121,2020,251431,Kanoon Magnet Elementary -CPS,2233 S Kedzie Ave,2.0,False,SOUTH LAWNDALE,K-12 School,67900.0,1980.0,3486605.9,,51.3,143.8,53.6,150.1,544.2,8.0,41.85046517,-87.70460889
2124,2020,251902,Uplift Community HS -CPS,900 W Wilson Ave,2.5,False,UPTOWN,K-12 School,149312.0,1975.0,6865948.6,2916509.7,65.5,149.3,68.4,155.5,1226.5,8.2,41.96604623,-87.65219674
2125,2020,256440,IIT Tower,10 W 35th Street,2.0,False,DOUGLAS,College/University,392894.0,1964.0,15508897.7,135677.0,132.4,222.3,139.1,230.6,4842.7,12.3,41.842325,-87.62715344
2126,2020,251919,223 W Erie St,223 W Erie St,4.0,False,NEAR NORTH SIDE,Office,70000.0,1890.0,1490924.6,2371804.6,55.2,95.2,58.0,98.2,358.7,5.1,41.89374466,-87.63530787
2128,2020,156711,20 North Michigan Avenue,20 N Michigan Ave,4.0,False,LOOP,Office,214800.0,1880.0,6828183.3,5701588.5,58.3,116.9,59.9,118.6,1368.5,6.4,41.8826441,-87.62495613
2129,2020,251555,Columbia Explorers Elementary Academy -CPS,4520 S Kedzie Ave,2.5,False,BRIGHTON PARK,K-12 School,90500.0,2001.0,3304103.6,3198810.1,71.9,139.3,74.9,142.5,685.6,7.6,41.81092719,-87.7044227
2130,2020,101507,North Park University,5148 N KEDZIE AVE,3.0,False,NORTH PARK,College/University,113740.0,1958.0,3679826.6,10926997.2,128.4,191.5,140.4,204.1,1154.7,10.2,41.97507877,-87.70870589
2131,2020,251638,Hearst Elementary -CPS,4640 S Lamon Ave,2.0,False,GARFIELD RIDGE,K-12 School,84178.0,1951.0,2155966.7,8711710.2,129.1,180.4,134.9,185.7,799.2,9.5,41.80854108,-87.74615926
2133,2020,251870,Portage Park Elementary -CPS,5330 W Berteau Ave,4.0,False,PORTAGE PARK,K-12 School,145775.0,1915.0,1565582.2,5254449.7,46.8,67.9,53.6,75.1,523.4,3.6,41.9573784,-87.76098004
2135,2020,251442,"Hinton Elementary, William Augustus -CPS",646 W 71st St,4.0,False,ENGLEWOOD,K-12 School,71892.0,1965.0,1201727.9,3154710.3,60.6,92.9,64.4,96.8,355.1,4.9,41.76558463,-87.64137185
2136,2020,103761,20 W Kinzie St,20 W Kinzie St,4.0,False,NEAR NORTH SIDE,Office,393838.0,2000.0,18697561.9,,47.5,132.9,49.4,138.4,2918.1,7.4,41.88927,-87.628761
2138,2020,113752,,1540  N STATE PKWY,4.0,False,NEAR NORTH SIDE,Multifamily Housing,105500.0,1970.0,1407586.5,6261906.4,77.5,106.2,80.5,108.4,552.3,5.6,41.9037528,-87.63558845
2139,2020,235008,1400 Lake Shore Drive Condominium Association,1400 N Lake Shore Dr,4.0,False,NEAR NORTH SIDE,Multifamily Housing,328276.0,1927.0,11684168.8,5672180.2,53.0,118.2,55.7,125.7,2124.8,6.5,41.90800039,-87.62632792
2140,2020,105044,,2018 2040 W FARWELL AVE,2.0,False,WEST RIDGE,Multifamily Housing,59070.0,1958.0,288791.7,5755099.2,102.3,116.0,110.8,125.2,350.8,5.9,42.00880199,-87.69502812
2141,2020,251685,Noble - John and Eunice Johnson College Prep,6350 S Stewart St,3.5,False,ENGLEWOOD,K-12 School,63816.0,1963.0,1462816.5,4554214.2,94.3,139.1,99.1,144.2,470.2,7.4,41.77833596,-87.63556329
2142,2020,175857,Lake Street Lofts,900 910 912 W Lake St & 212 N Peoria St,4.0,False,NEAR WEST SIDE,Multifamily Housing,126000.0,1886.0,2424120.1,3240518.5,52.5,94.4,55.1,98.0,550.5,5.1,41.87399385,-87.651678
2143,2020,252065,280 S Columbus Dr,280 S Columbus Dr,4.0,False,LOOP,College/University,142184.0,1973.0,4578419.5,9046840.5,103.4,163.8,108.1,168.8,1251.7,8.8,41.8787345,-87.62080493
2144,2020,129735,Villa at Windsor Park,2649 E 75th St,2.0,False,SOUTH SHORE,Senior Living Community,97826.0,1998.0,4818364.6,8067900.5,131.7,224.5,135.3,227.7,1180.5,12.1,41.759248,-87.559768
2145,2020,250137,Club Quarters,75 E Wacker Dr,4.0,False,LOOP,Hotel,178845.0,1928.0,5391815.7,5283899.9,59.7,115.4,62.0,117.9,1122.2,6.3,41.887778,-87.625661
2146,2020,253994,Map Factory Lofts,5235 N Ravenswood Ave,4.0,False,Edgewater,Multifamily Housing,53903.0,1890.0,687156.3,1184311.8,34.7,58.8,36.0,59.4,170.1,3.2,41.9726457,-87.66491
2147,2020,160444,1225 Old Town,1225 N Wells St,4.0,False,NEAR NORTH SIDE,Multifamily Housing,525604.0,2012.0,14765317.6,9156596.0,54.6,116.3,55.8,117.6,2790.8,6.4,41.90445902,-87.63406661
2148,2020,251784,Quigley Pastoral Center-Quigley,835 N Rush St,3.0,False,NEAR NORTH SIDE,Office,84100.0,1917.0,3351142.2,4527090.1,93.7,168.1,97.5,172.1,763.5,9.1,41.897777,-87.626051
2150,2020,239704,,1000 E 53RD ST,4.0,False,HYDE PARK,Multifamily Housing,209025.0,1975.0,3629651.5,5975424.4,46.0,78.6,47.7,80.2,883.9,4.2,41.79965599,-87.60103303
2151,2020,159123,,1516 N STATE PKWY,3.0,False,NEAR NORTH SIDE,Multifamily Housing,126400.0,1972.0,2775709.8,5528293.1,79.2,129.5,83.8,135.6,726.8,6.9,41.90998274,-87.62925728
2152,2020,251594,Raby HS -CPS,3545 W Fulton St,2.0,False,EAST GARFIELD PARK,K-12 School,156248.0,1927.0,6536915.2,7447810.0,89.5,167.2,92.2,168.7,1415.8,9.1,41.88590426,-87.71539434
2154,2020,260086,,5541  S EVERETT AVE,3.5,False,HYDE PARK,Multifamily Housing,77000.0,1927.0,1273798.5,6412500.2,99.8,133.8,104.8,138.3,539.4,7.0,41.78046327,-87.6053081
2155,2020,101090,,4554  S DREXEL BLVD,4.0,False,KENWOOD,Multifamily Housing,95927.0,1966.0,1772813.8,7084751.5,99.4,139.2,102.8,141.4,653.0,7.3,41.82021138,-87.61246867
2156,2020,251909,"Garvey Elementary, John W -CPS",5225 N Oak Park Ave,2.5,False,NORWOOD PARK,K-12 School,79665.0,1936.0,2349971.8,4327600.2,83.8,139.6,90.3,146.0,596.6,7.5,41.9763901,-87.79592032
2157,2020,175692,,1055 W CATALPA AVE,3.5,False,EDGEWATER,Multifamily Housing,67650.0,1969.0,1025729.1,4498291.8,81.7,112.3,85.5,115.7,399.0,5.9,41.97223008,-87.6645957
2158,2020,250053,Taft HS -CPS,6545 W Hurlbut St,4.0,False,NORWOOD PARK,K-12 School,388970.0,1939.0,9635450.0,11459830.4,54.2,100.3,59.0,105.3,2112.5,5.4,41.985587,-87.791778
2159,2020,160381,Jones Chicago,220 W Illinois St,4.0,False,NEAR NORTH SIDE,Multifamily Housing,168947.0,1972.0,1656311.9,4687400.0,37.5,56.6,39.4,58.2,507.5,3.0,41.89080456,-87.63481335
2160,2020,175059,,436 446 W DIVERSEY PKWY,3.5,False,LAKE VIEW,Multifamily Housing,68271.0,1908.0,1822243.4,2218930.3,59.2,108.9,61.1,110.7,402.3,5.9,41.92201051,-87.65461957
2162,2020,135134,The Boyce Building,500 - 510 N Dearborn St,4.0,False,NEAR NORTH SIDE,Office,149011.0,1912.0,3527404.2,9335500.0,86.3,132.1,90.2,136.1,1046.4,7.0,41.89086835,-87.62991329
2163,2020,172540,,4120  S INDIANA AVE,4.0,False,GRAND BOULEVARD,Multifamily Housing,142111.0,1980.0,3860292.4,1191194.1,41.4,98.8,43.5,104.4,665.7,5.5,41.82021138,-87.61246867
2164,2020,260060,,2300 2320 N COMMONWEALTH AVE,3.5,False,LINCOLN PARK,Multifamily Housing,68974.0,1991.0,1654553.9,2122294.3,67.4,122.4,68.8,122.1,371.0,6.6,41.92201051,-87.65461957
2165,2020,254065,1345 South Wabash Condominium,1345 S Wabash Ave,4.0,False,Near South Side,Multifamily Housing,205500.0,2015.0,3122669.4,6985315.8,57.6,91.6,59.8,93.6,858.4,4.9,41.8684207,-87.62414
2166,2020,251534,Smith -CPS,730 E 103rd St,1.0,False,PULLMAN,K-12 School,76920.0,1973.0,3545536.9,4904480.1,109.9,196.0,116.1,202.6,813.8,10.6,41.70781895,-87.60526513
2167,2020,251648,Spencer Elementary Academy -CPS,214 N Lavergne Ave,4.0,False,AUSTIN,K-12 School,122935.0,1903.0,2012852.5,4747339.7,55.0,86.4,59.9,92.4,566.3,4.6,41.88502852,-87.75075581
2169,2020,101923,311 W Monroe,311 W Monroe,4.0,False,LOOP,Office,431036.0,1969.0,10622377.9,3525342.0,33.3,78.7,33.3,78.7,1845.1,4.3,41.88030523,-87.63570062
2171,2020,172129,73 East Elm Condominium,73  E ELM ST,2.0,False,NEAR NORTH SIDE,Multifamily Housing,97403.0,1930.0,1240118.7,,84.9,111.5,89.8,115.9,567.1,5.8,41.89579275,-87.62247957
2172,2020,251722,Claremont Academy Elementary -CPS,6315 S Claremont Ave,4.0,False,CHICAGO LAWN,K-12 School,112806.0,2004.0,2482265.9,3259840.0,50.9,92.0,53.6,94.8,560.6,5.0,41.778895,-87.682265
2173,2020,254008,Hyde Park Courtway,4816 4828 S Dorchester Ave,4.0,False,Kenwood,Multifamily Housing,69540.0,1920.0,462947.0,3738231.1,60.4,75.1,64.0,78.4,270.8,3.9,41.8022432,-87.60352
